"STATE.UT","CRIME.HEAD","number","year"
"Jharkhand","DOWRY DEATH",275,"2002"
"Karnataka","DOWRY DEATH",233,"2002"
"Kerala","DOWRY DEATH",17,"2002"
"Madhya Pradesh","DOWRY DEATH",674,"2002"
"Maharashtra","DOWRY DEATH",303,"2002"
"Manipur","DOWRY DEATH",0,"2002"
"Meghalaya","DOWRY DEATH",0,"2002"
"Mizoram","DOWRY DEATH",0,"2002"
"Nagaland","DOWRY DEATH",0,"2002"
"Odisha","DOWRY DEATH",248,"2002"
"Punjab","DOWRY DEATH",166,"2002"
"Rajasthan","DOWRY DEATH",399,"2002"
"Sikkim","DOWRY DEATH",0,"2002"
"Tamil Nadu","DOWRY DEATH",243,"2002"
"Tripura","DOWRY DEATH",16,"2002"
"Uttar Pradesh","DOWRY DEATH",1893,"2002"
"Uttarakhand","DOWRY DEATH",66,"2002"
"West Bengal","DOWRY DEATH",273,"2002"
"A&N Islands","DOWRY DEATH",0,"2002"
"Chandigarh","DOWRY DEATH",1,"2002"
"D&N Haveli","DOWRY DEATH",0,"2002"
"Daman & Diu","DOWRY DEATH",0,"2002"
"Delhi UT","DOWRY DEATH",135,"2002"
"Lakshadweep","DOWRY DEATH",0,"2002"
"Puducherry","DOWRY DEATH",5,"2002"
"ALL INDIA ","DOWRY DEATH",6822,"2002"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3799,"2002"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",68,"2002"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",984,"2002"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",621,"2002"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1483,"2002"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",18,"2002"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",750,"2002"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",454,"2002"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",326,"2002"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",785,"2002"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",411,"2002"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1648,"2002"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2123,"2002"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",7118,"2002"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2686,"2002"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",58,"2002"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",23,"2002"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",73,"2002"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1,"2002"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1605,"2002"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",341,"2002"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2730,"2002"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",17,"2002"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1877,"2002"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",128,"2002"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2145,"2002"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",145,"2002"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",964,"2002"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",17,"2002"
"Chandigarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",36,"2002"
"D&N Haveli","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3,"2002"
"Daman & Diu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2002"
"Delhi UT","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",446,"2002"
"Lakshadweep","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1,"2002"
"Puducherry","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",59,"2002"
"All India","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",33943,"2002"
"Andhra Pradesh","INSULT TO THE MODESTY OF WOMEN",2024,"2002"
"Arunachal Pradesh","INSULT TO THE MODESTY OF WOMEN",2,"2002"
"Assam","INSULT TO THE MODESTY OF WOMEN",7,"2002"
"Bihar","INSULT TO THE MODESTY OF WOMEN",6,"2002"
"Chhattisgarh","INSULT TO THE MODESTY OF WOMEN",147,"2002"
"Goa","INSULT TO THE MODESTY OF WOMEN",6,"2002"
"Gujarat","INSULT TO THE MODESTY OF WOMEN",104,"2002"
"Haryana","INSULT TO THE MODESTY OF WOMEN",1424,"2002"
"Himachal Pradesh","INSULT TO THE MODESTY OF WOMEN",12,"2002"
"Jammu & Kashmir","INSULT TO THE MODESTY OF WOMEN",368,"2002"
"Jharkhand","INSULT TO THE MODESTY OF WOMEN",3,"2002"
"Karnataka","INSULT TO THE MODESTY OF WOMEN",100,"2002"
"Kerala","INSULT TO THE MODESTY OF WOMEN",102,"2002"
"Madhya Pradesh","INSULT TO THE MODESTY OF WOMEN",783,"2002"
"Maharashtra","INSULT TO THE MODESTY OF WOMEN",769,"2002"
"Manipur","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Meghalaya","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Mizoram","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Nagaland","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Odisha","INSULT TO THE MODESTY OF WOMEN",188,"2002"
"Punjab","INSULT TO THE MODESTY OF WOMEN",145,"2002"
"Rajasthan","INSULT TO THE MODESTY OF WOMEN",44,"2002"
"Sikkim","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Tamil Nadu","INSULT TO THE MODESTY OF WOMEN",1718,"2002"
"Tripura","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Uttar Pradesh","INSULT TO THE MODESTY OF WOMEN",1887,"2002"
"Uttarakhand","INSULT TO THE MODESTY OF WOMEN",97,"2002"
"West Bengal","INSULT TO THE MODESTY OF WOMEN",34,"2002"
"A&N Islands","INSULT TO THE MODESTY OF WOMEN",3,"2002"
"Chandigarh","INSULT TO THE MODESTY OF WOMEN",28,"2002"
"D&N Haveli","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Daman & Diu","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Delhi UT","INSULT TO THE MODESTY OF WOMEN",128,"2002"
"Lakshadweep","INSULT TO THE MODESTY OF WOMEN",0,"2002"
"Puducherry","INSULT TO THE MODESTY OF WOMEN",26,"2002"
"All India","INSULT TO THE MODESTY OF WOMEN",10155,"2002"
"Andhra Pradesh","CRUELTY BY HUSBAND OR RELATIVES",7018,"2002"
"Arunachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",13,"2002"
"Assam","CRUELTY BY HUSBAND OR RELATIVES",1694,"2002"
"Bihar","CRUELTY BY HUSBAND OR RELATIVES",1577,"2002"
"Chhattisgarh","CRUELTY BY HUSBAND OR RELATIVES",653,"2002"
"Goa","CRUELTY BY HUSBAND OR RELATIVES",8,"2002"
"Gujarat","CRUELTY BY HUSBAND OR RELATIVES",3321,"2002"
"Haryana","CRUELTY BY HUSBAND OR RELATIVES",1565,"2002"
"Himachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",234,"2002"
"Jammu & Kashmir","CRUELTY BY HUSBAND OR RELATIVES",54,"2002"
"Jharkhand","CRUELTY BY HUSBAND OR RELATIVES",588,"2002"
"Karnataka","CRUELTY BY HUSBAND OR RELATIVES",1826,"2002"
"Kerala","CRUELTY BY HUSBAND OR RELATIVES",2836,"2002"
"Madhya Pradesh","CRUELTY BY HUSBAND OR RELATIVES",3117,"2002"
"Maharashtra","CRUELTY BY HUSBAND OR RELATIVES",5353,"2002"
"Manipur","CRUELTY BY HUSBAND OR RELATIVES",10,"2002"
"Meghalaya","CRUELTY BY HUSBAND OR RELATIVES",0,"2002"
"Mizoram","CRUELTY BY HUSBAND OR RELATIVES",3,"2002"
"Nagaland","CRUELTY BY HUSBAND OR RELATIVES",0,"2002"
"Odisha","CRUELTY BY HUSBAND OR RELATIVES",1167,"2002"
"Punjab","CRUELTY BY HUSBAND OR RELATIVES",944,"2002"
"Rajasthan","CRUELTY BY HUSBAND OR RELATIVES",5691,"2002"
"Sikkim","CRUELTY BY HUSBAND OR RELATIVES",3,"2002"
"Tamil Nadu","CRUELTY BY HUSBAND OR RELATIVES",1052,"2002"
"Tripura","CRUELTY BY HUSBAND OR RELATIVES",236,"2002"
"Uttar Pradesh","CRUELTY BY HUSBAND OR RELATIVES",5679,"2002"
"Uttarakhand","CRUELTY BY HUSBAND OR RELATIVES",316,"2002"
"West Bengal","CRUELTY BY HUSBAND OR RELATIVES",4069,"2002"
"A&N Islands","CRUELTY BY HUSBAND OR RELATIVES",4,"2002"
"Chandigarh","CRUELTY BY HUSBAND OR RELATIVES",56,"2002"
"D&N Haveli","CRUELTY BY HUSBAND OR RELATIVES",3,"2002"
"Daman & Diu","CRUELTY BY HUSBAND OR RELATIVES",3,"2002"
"Delhi UT","CRUELTY BY HUSBAND OR RELATIVES",135,"2002"
"Lakshadweep","CRUELTY BY HUSBAND OR RELATIVES",0,"2002"
"Puducherry","CRUELTY BY HUSBAND OR RELATIVES",9,"2002"
"All India","CRUELTY BY HUSBAND OR RELATIVES",49237,"2002"
"Andhra Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",871,"2002"
"Arunachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Assam","IMMORAL TRAFFIC(PREVENTION)ACT",24,"2002"
"Bihar","IMMORAL TRAFFIC(PREVENTION)ACT",10,"2002"
"Chhattisgarh","IMMORAL TRAFFIC(PREVENTION)ACT",12,"2002"
"Goa","IMMORAL TRAFFIC(PREVENTION)ACT",25,"2002"
"Gujarat","IMMORAL TRAFFIC(PREVENTION)ACT",57,"2002"
"Haryana","IMMORAL TRAFFIC(PREVENTION)ACT",32,"2002"
"Himachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",2,"2002"
"Jammu & Kashmir","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2002"
"Jharkhand","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2002"
"Karnataka","IMMORAL TRAFFIC(PREVENTION)ACT",1388,"2002"
"Kerala","IMMORAL TRAFFIC(PREVENTION)ACT",132,"2002"
"Madhya Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",14,"2002"
"Maharashtra","IMMORAL TRAFFIC(PREVENTION)ACT",182,"2002"
"Manipur","IMMORAL TRAFFIC(PREVENTION)ACT",6,"2002"
"Meghalaya","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Mizoram","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Nagaland","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2002"
"Odisha","IMMORAL TRAFFIC(PREVENTION)ACT",24,"2002"
"Punjab","IMMORAL TRAFFIC(PREVENTION)ACT",38,"2002"
"Rajasthan","IMMORAL TRAFFIC(PREVENTION)ACT",55,"2002"
"Sikkim","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Tamil Nadu","IMMORAL TRAFFIC(PREVENTION)ACT",3530,"2002"
"Tripura","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Uttar Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",42,"2002"
"Uttarakhand","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"West Bengal","IMMORAL TRAFFIC(PREVENTION)ACT",42,"2002"
"A&N Islands","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Chandigarh","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2002"
"D&N Haveli","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Daman & Diu","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2002"
"Delhi UT","IMMORAL TRAFFIC(PREVENTION)ACT",69,"2002"
"Lakshadweep","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2002"
"Puducherry","IMMORAL TRAFFIC(PREVENTION)ACT",27,"2002"
"All India","IMMORAL TRAFFIC(PREVENTION)ACT",6598,"2002"
"Andhra Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2403,"2002"
"Arunachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Assam","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",3,"2002"
"Bihar","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2002"
"Chhattisgarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Goa","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Gujarat","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",4,"2002"
"Haryana","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Himachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Jammu & Kashmir","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Jharkhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Karnataka","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Kerala","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",26,"2002"
"Madhya Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Maharashtra","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",4,"2002"
"Manipur","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Meghalaya","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Mizoram","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Nagaland","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Odisha","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Punjab","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",8,"2002"
"Rajasthan","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",54,"2002"
"Sikkim","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Tamil Nadu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",5,"2002"
"Tripura","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Uttar Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Uttarakhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"West Bengal","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"A&N Islands","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Chandigarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"D&N Haveli","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Daman & Diu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Delhi UT","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Lakshadweep","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"Puducherry","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2002"
"All India","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2508,"2002"
"Andhra Pradesh","TOTAL CRIMES AGAINST WOMEN",18880,"2002"
"Arunachal Pradesh","TOTAL CRIMES AGAINST WOMEN",159,"2002"
"Assam","TOTAL CRIMES AGAINST WOMEN",5092,"2002"
"Bihar","TOTAL CRIMES AGAINST WOMEN",5743,"2002"
"Chhattisgarh","TOTAL CRIMES AGAINST WOMEN",3538,"2002"
"Goa","TOTAL CRIMES AGAINST WOMEN",76,"2002"
"Gujarat","TOTAL CRIMES AGAINST WOMEN",5373,"2002"
"Haryana","TOTAL CRIMES AGAINST WOMEN",4385,"2002"
"Himachal Pradesh","TOTAL CRIMES AGAINST WOMEN",838,"2002"
"Jammu & Kashmir","TOTAL CRIMES AGAINST WOMEN",2016,"2002"
"Jharkhand","TOTAL CRIMES AGAINST WOMEN",2490,"2002"
"Karnataka","TOTAL CRIMES AGAINST WOMEN",6170,"2002"
"Kerala","TOTAL CRIMES AGAINST WOMEN",5829,"2002"
"Madhya Pradesh","TOTAL CRIMES AGAINST WOMEN",15260,"2002"
"Maharashtra","TOTAL CRIMES AGAINST WOMEN",11322,"2002"
"Manipur","TOTAL CRIMES AGAINST WOMEN",170,"2002"
"Meghalaya","TOTAL CRIMES AGAINST WOMEN",71,"2002"
"Mizoram","TOTAL CRIMES AGAINST WOMEN",154,"2002"
"Nagaland","TOTAL CRIMES AGAINST WOMEN",26,"2002"
"Odisha","TOTAL CRIMES AGAINST WOMEN",4779,"2002"
"Punjab","TOTAL CRIMES AGAINST WOMEN",2295,"2002"
"Rajasthan","TOTAL CRIMES AGAINST WOMEN",12049,"2002"
"Sikkim","TOTAL CRIMES AGAINST WOMEN",28,"2002"
"Tamil Nadu","TOTAL CRIMES AGAINST WOMEN",9798,"2002"
"Tripura","TOTAL CRIMES AGAINST WOMEN",536,"2002"
"Uttar Pradesh","TOTAL CRIMES AGAINST WOMEN",15647,"2002"
"Uttarakhand","TOTAL CRIMES AGAINST WOMEN",870,"2002"
"West Bengal","TOTAL CRIMES AGAINST WOMEN",6842,"2002"
"A&N Islands","TOTAL CRIMES AGAINST WOMEN",27,"2002"
"Chandigarh","TOTAL CRIMES AGAINST WOMEN",189,"2002"
"D&N Haveli","TOTAL CRIMES AGAINST WOMEN",15,"2002"
"Daman & Diu","TOTAL CRIMES AGAINST WOMEN",8,"2002"
"Delhi UT","TOTAL CRIMES AGAINST WOMEN",2216,"2002"
"Lakshadweep","TOTAL CRIMES AGAINST WOMEN",2,"2002"
"Puducherry","TOTAL CRIMES AGAINST WOMEN",141,"2002"
"TOTAL Crime against Women","TOTAL CRIMES AGAINST WOMEN",143034,"2002"
"Andhra Pradesh","RAPE",946,"2003"
"Arunachal Pradesh","RAPE",31,"2003"
"Assam","RAPE",1095,"2003"
"Bihar","RAPE",985,"2003"
"Chhattisgarh","RAPE",898,"2003"
"Goa","RAPE",31,"2003"
"Gujarat","RAPE",236,"2003"
"Haryana","RAPE",353,"2003"
"Himachal Pradesh","RAPE",126,"2003"
"Jammu & Kashmir","RAPE",211,"2003"
"Jharkhand","RAPE",712,"2003"
"Karnataka","RAPE",321,"2003"
"Kerala","RAPE",394,"2003"
"Madhya Pradesh","RAPE",2738,"2003"
"Maharashtra","RAPE",1268,"2003"
"Manipur","RAPE",18,"2003"
"Meghalaya","RAPE",40,"2003"
"Mizoram","RAPE",54,"2003"
"Nagaland","RAPE",14,"2003"
"Odisha","RAPE",725,"2003"
"Punjab","RAPE",380,"2003"
"Rajasthan","RAPE",1050,"2003"
"Sikkim","RAPE",10,"2003"
"Tamil Nadu","RAPE",557,"2003"
"Tripura","RAPE",114,"2003"
"Uttar Pradesh","RAPE",911,"2003"
"Uttarakhand","RAPE",107,"2003"
"West Bengal","RAPE",1002,"2003"
"A&N Islands","RAPE",2,"2003"
"Chandigarh","RAPE",18,"2003"
"D&N Haveli","RAPE",1,"2003"
"Daman & Diu","RAPE",5,"2003"
"Delhi UT","RAPE",490,"2003"
"Lakshadweep","RAPE",2,"2003"
"Puducherry","RAPE",2,"2003"
"All India","RAPE",15847,"2003"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",931,"2003"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",51,"2003"
"Assam","KIDNAPPING & ABDUCTION",1351,"2003"
"Bihar","KIDNAPPING & ABDUCTION",674,"2003"
"Chhattisgarh","KIDNAPPING & ABDUCTION",149,"2003"
"Goa","KIDNAPPING & ABDUCTION",13,"2003"
"Gujarat","KIDNAPPING & ABDUCTION",859,"2003"
"Haryana","KIDNAPPING & ABDUCTION",271,"2003"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",96,"2003"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",615,"2003"
"Jharkhand","KIDNAPPING & ABDUCTION",262,"2003"
"Karnataka","KIDNAPPING & ABDUCTION",244,"2003"
"Kerala","KIDNAPPING & ABDUCTION",102,"2003"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",608,"2003"
"Maharashtra","KIDNAPPING & ABDUCTION",626,"2003"
"Manipur","KIDNAPPING & ABDUCTION",71,"2003"
"Meghalaya","KIDNAPPING & ABDUCTION",10,"2003"
"Mizoram","KIDNAPPING & ABDUCTION",2,"2003"
"Nagaland","KIDNAPPING & ABDUCTION",3,"2003"
"Odisha","KIDNAPPING & ABDUCTION",373,"2003"
"Punjab","KIDNAPPING & ABDUCTION",295,"2003"
"Rajasthan","KIDNAPPING & ABDUCTION",1750,"2003"
"Sikkim","KIDNAPPING & ABDUCTION",0,"2003"
"Tamil Nadu","KIDNAPPING & ABDUCTION",632,"2003"
"Tripura","KIDNAPPING & ABDUCTION",29,"2003"
"Uttar Pradesh","KIDNAPPING & ABDUCTION",1499,"2003"
"Uttarakhand","KIDNAPPING & ABDUCTION",134,"2003"
"West Bengal","KIDNAPPING & ABDUCTION",801,"2003"
"A&N Islands","KIDNAPPING & ABDUCTION",2,"2003"
"Chandigarh","KIDNAPPING & ABDUCTION",28,"2003"
"D&N Haveli","KIDNAPPING & ABDUCTION",4,"2003"
"Daman & Diu","KIDNAPPING & ABDUCTION",1,"2003"
"Delhi UT","KIDNAPPING & ABDUCTION",797,"2003"
"Lakshadweep","KIDNAPPING & ABDUCTION",0,"2003"
"Puducherry","KIDNAPPING & ABDUCTION",13,"2003"
"ALL INDIA K&A","KIDNAPPING & ABDUCTION",13296,"2003"
"Andhra Pradesh","DOWRY DEATH",466,"2003"
"Arunachal Pradesh","DOWRY DEATH",0,"2003"
"Assam","DOWRY DEATH",60,"2003"
"Bihar","DOWRY DEATH",909,"2003"
"Chhattisgarh","DOWRY DEATH",79,"2003"
"Goa","DOWRY DEATH",2,"2003"
"Gujarat","DOWRY DEATH",54,"2003"
"Haryana","DOWRY DEATH",222,"2003"
"Himachal Pradesh","DOWRY DEATH",6,"2003"
"Jammu & Kashmir","DOWRY DEATH",10,"2003"
"Jharkhand","DOWRY DEATH",262,"2003"
"Karnataka","DOWRY DEATH",194,"2003"
"Kerala","DOWRY DEATH",33,"2003"
"Madhya Pradesh","DOWRY DEATH",648,"2003"
"Maharashtra","DOWRY DEATH",368,"2003"
"Manipur","DOWRY DEATH",0,"2003"
"Meghalaya","DOWRY DEATH",0,"2003"
"Mizoram","DOWRY DEATH",0,"2003"
"Nagaland","DOWRY DEATH",0,"2003"
"Odisha","DOWRY DEATH",279,"2003"
"Punjab","DOWRY DEATH",110,"2003"
"Rajasthan","DOWRY DEATH",389,"2003"
"Sikkim","DOWRY DEATH",0,"2003"
"Tamil Nadu","DOWRY DEATH",220,"2003"
"Tripura","DOWRY DEATH",20,"2003"
"Uttar Pradesh","DOWRY DEATH",1322,"2003"
"Uttarakhand","DOWRY DEATH",93,"2003"
"West Bengal","DOWRY DEATH",329,"2003"
"A&N Islands","DOWRY DEATH",0,"2003"
"Chandigarh","DOWRY DEATH",1,"2003"
"D&N Haveli","DOWRY DEATH",0,"2003"
"Daman & Diu","DOWRY DEATH",1,"2003"
"Delhi UT","DOWRY DEATH",130,"2003"
"Lakshadweep","DOWRY DEATH",0,"2003"
"Puducherry","DOWRY DEATH",1,"2003"
"ALL INDIA ","DOWRY DEATH",6208,"2003"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4128,"2003"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",43,"2003"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",878,"2003"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",688,"2003"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1481,"2003"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",19,"2003"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",722,"2003"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",344,"2003"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",250,"2003"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",875,"2003"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",424,"2003"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1585,"2003"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1947,"2003"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",6848,"2003"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2661,"2003"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",44,"2003"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",13,"2003"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",88,"2003"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4,"2003"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1669,"2003"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",346,"2003"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2715,"2003"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",25,"2003"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2022,"2003"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",127,"2003"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1098,"2003"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",136,"2003"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1186,"2003"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",9,"2003"
